Crop_Name,S/N,Variety Name,Original Name,National Code,Origin/Source,Developing Institute,Collaborating Institute,Breeder/ Collaborating Scientists,Outstanding Characteristics/ Potential Yields,Agro- Ecological Zones,Year of Release,Year of Registry,_page
Cowpea,85,L25,L-25,NGVU 91-7,Nigeria (Local selection),"NCRI, Badeggi",,"S.O. Olafare, M.A. Adenihun & O.A. Ojomo",Dry grains can be processed into canned beans.,All ecological zones,1985,1991,10
Cowpea,86,Ife Bimpe,Branching Peduncle Cowpea (BPC),NGVU 91-8,Nigeria (Mutant of Ife Brown),"IAR&T, Ibadan",,"Iyiola Fawole, N.O. Afolabi and J. A. Raji","Semi Erect and uniform maturity, pods held above the canopy.",Derived Savanna and Forest Zones,1985,1991,10
Cowpea,87,SAMPEA-1,I.A.R.-339,NGVU-96-9,Nigeria,"I.A.R., Samaru Zaria",,Prof. O. I. Leleji,"Consistent and stable in yield, good palatability, grains cook in 40-45 minutes",,1978/79,1996,10
Cowpea,88,SAMPEA-2,I.A.R.-353,NGVU-96-10,Nigeria,"I.A.R., Samaru Zaria",,Prof. O. I. Leleji,"Good palatability, grain cook in 30 - 45 minutes.",,1978/79,1996,10
Cowpea,89,SAMPEA-3,I.A.R.-341,NGVU-96-11,Nigeria,"I.A.R., Samaru Zaria",,Prof. O. I. Leleji,"Consistent and stable in yield, good palatability.",,1978/79,1996,10
Cowpea,90,SAMPEA-4,I.A.R.-176 B,NGVU-96-12,Nigeria,"I.A.R., Samaru Zaria",,Prof. O. I. Leleji,Good palatability,,1978/79,1996,10
Cowpea,91,SAMPEA-5,I.A.R.-355,NGVU-96-13,Nigeria,"I.A.R., Samaru Zaria",,Prof. O. I. Leleji,Early maturity and good palatability,,1978/79,1996,10
Cowpea,92,SAMPEA-6,Kano 16960,NGVU-96-14,Nigeria,"I.A.R., Samaru Zaria",,Prof. O. I. Leleji,"Long pods, extra long seed, high yielding and good palatability.",,1978/79,1996,10
Cowpea,93,TVX-3236,TVX-3236,NGVU-96-15,IITA Ibadan,IITA Ibadan,,Dr. K. O. Rachie & Dr. S.R. Singh,"Over the canopy pods, thrips resistance,good palatability, short cooking time",,1982,1996,10
Cowpea,94,IT81D-994,IT81D-994,NGVU-96-16,IITA Ibadan,IITA Ibadan,,Dr. B.B. Sigh & Dr. K.J. Rodden.,Large seeds like local varieties with Bruchid resistance,,1985,1996,10
Cowpea,95,SAMPEA-7,I.A.R.-48,NGVU-96-17,Nigeria,"I.A.R., Samaru Zaria",,Prof. O.I. Leleji,"Consistent and stable, high yielding potential and good palatability.",,1986,1996,10
Cowpea,96,IT84S-2246-4,IT84S-2246-4,NGVU-96-18,IITA Ibadan,IITA Ibadan,,Dr. B. B. Singh,"Multiple disease and insect resistance, early maturity.",,1991,1996,10
Cowpea,97,IT89KD-374,IT89KD-374,NGVU-96-19,"I.A.R., Samaru Zaria",IITA Ibadan,,Dr.B.B.Singh,,,1991,1996,10
Cowpea,98,IT90K-76,IT90K-76,NGVU-96-20,"I.A.R., Samaru Zaria","IITA, Ibadan",,Dr.B.B.Singh,Early with multiple disease and pest resistance,,1991,1996,10
Cowpea,99,IFH-101,IFH-101,NGVU-96-21,"I.A.R&T, Moor Plantation, Ibadan","I.A.R&T, Moor Plantation, Ibadan",,"Dr. I.Fawole, Mr. N.O. Afolabi & Dr. B. A. Ogunbodede","High yielding, insensitive to photoperiod. Resistant to important cowpea diseases and tolerant to common pests",,1985,1996,10
Cowpea,100,Popse-1,Popse-1,NGVU-96-22,"I.A.R&T Moor Plantation, Ibadan","I.A.R&T Moor Plantation, Ibadan",,"Iyiola Fawole, N. O. Afolabi & Dr. B. A. Ogunbodede","High yielding, resistant to anthracnose and tolerant to other common cowpea diseases and pests.",,1985,1996,11
Cowpea,101,SAMPEA-8,IT93K-452-1,NGVU-05-23,"IITA, Kano Station",IITA Ibadan & IAR Zaria,,"B.B. Singh, M.F. Ishiyaku, O.O. Olufajo, A.A. Zaria, H.A. Ajeigbe & S.G.Mohammed","Extra-early maturity, good seed quality, field tolerance to major insect- pest.",,2005,2005,11
Cowpea,102,SAMPEA-9,IT90K-277-2,NGVU-05-24,"IITA, Kano Station",IITA Ibadan & IAR Zaria,,"B.B. Singh, M.F. Ishiyaku, O.O. Olufajo, A.A. Zaria, H.A. Ajeigbe & S.G.Mohammed","Dual purpose (good grain and folder yields), acceptable seed quality and good fodder quality",,2005,2005,11
Cowpea,103,SAMPEA-10,IT97K-499-35,NGVU-08-25,"IAR, IITA Kano Station",IITA Kano/IAR Zaria,,"B.B. Singh, M.F. Ishiyaku, O.O. Olufajo, H.A. Ajeigbe, R.A. Adeleke & Y. Kamara","Early maturing, white seeded striga resistant, white seeded alectra resistant, good seed quality, field tolerance to major insect-pests. (2t/ha)",,2008,2008,11
Cowpea,104,SAMPEA 11,IT89KD-288,NGVU-09-26,"IAR, Zaria & IITA, Kano Station","IAR, Zaria IITA, Ibadan",,"M. F. Ishiyaku, B.B. Singh, A.A. Zaria, O. O. Olufajo, R. A. Adeleke, H. Ajeigbe & Y. Kamara","Nematode resistance, aphid resistance, good seed quality and field tolerance to major insect- pest. (2t/ha)",Guinea Savanna,2009,2009,11
Cowpea,105,SAMPEA 12,IT89KD-391,NGVU-09-27,"IAR, Zaria & IITA, Kano Station","IAR, Zaria IITA, Ibadan",,"M. F. Ishiyaku, B.B. Singh, A.A. Zaria, O. O. Olufajo, R. A. Adeleke, H. Ajeigbe & Y. Kamara","Good seed quality, large brown and field tolerance to major insect-pest. (2t/ha)",All Agroecological Zones,2009,2009,11
Cowpea,106,SAMPEA 13,Ife-98-12,NGVU-09-28,"IAR&T, Ibadan","IAR&T, Ibadan",,"Dr. (Mrs.) S.R. Akande, Prof. J. A. Morakinyo, Dr. (Mrs.) M.O. Balogun, & Prof. B.A. Ogunbodede.","Appealing colour (Golden white), good quality seeds even when planted under heavy rainfall. (2t/ha)",Northern Guinea Savanna,2009,2009,11
Cowpea,107,SAMPEA 14,IT99K-573-1-1,NGVU-11-29,"IITA, Ibadan","IITA, Ibadan, IAR- Abu, Zaria",,"Singh, B.B., Ishiyaku, M.F., Fatokun, C., Ousmane, B., Omoigui, L. O., Zaria, A. A., Ajeigbe, H.A., Olufajo, O.O., Kamara, A. Y. & Adeleke, R.","Multiple disease resistance especially Fusarium wilt, drought tolerance, Striga and Alectra resistance. (2.6t/ha)",Northern Guinea Savanna,2011,2011,11
Cowpea,108,SAMPEA 15,IT99K-573-2-1,NGVU-11-30,"IITA, Ibadan","IITA, Ibadan, IAR- Abu, Zaria",,"Singh, B.B., Ishiyaku, M.F., Fatokun, C., Ousmane, B., Omoigui, L. O., Zaria, A. A., Ajeigbe, H.A., Olufajo, O.O., Kamara, A. Y. & Adeleke, R.","Multiple disease resistance, drought tolerant, Striga and Alectra resistance. (2.5t/ha)",Northern Guinea Savanna,2011,2011,11
Cowpea,109,SAMPEA 16,IT07K-292-10,NGVU-15-31,"IITA, Ibadan","IITA, Ibadan, IAR- Abu, Zaria",,"O. Boukar, C. Fatokun, M.F. Ishiyaku, M. Umar, E. Makeri, R. Adeleke and O.O. Olufajo.","Early maturity, resistance to Alectra, tolerance to striga and drought. (2,595kg/ha)",Sudan Savannah and Sahelian agro- ecologies,2015,2015,12
Cowpea,110,SAMPEA 17,IT07K-318-33,NGVU-15-32,"IITA, Ibadan","IITA, Ibadan, IAR- Abu, Zaria",,"O. Boukar, C. Fatokun, M.F. Ishiyaku, M. Umar, E. Makeri, R. Adeleke and O.O. Olufajo.","Early maturity, tolerant to striga and drought, resistant to Alectra. (2,557kg/ha)",Sudan Savannah and Sahelian agro- ecologies,2015,2015,12
Cowpea,111,FUAMPEA 1,UAM09 1055-6,NGVU-16-33,"IAR-ABU, Zaria and IITA, Ibadan","FUAM and IAR- ABU, Zaria",,"L.O. Omoigui, L.L. Bello, M.F. Ishiyaku, A.Y. Kamara, O.O. Olufajo, H.A. Ajeigbe, B.A. Kalu, R. Adeleke, M.P. Timko, E.J. Ekekan, Nater Iyorkaa and Towolawi Oluwole",Resistance to Striga and Alectra (1.9t/ha),"Northern Guinea, Sudan and Sahelian Savanna",2016,2016,12
Cowpea,112,FUAMPEA 2,UAM09 1051-1,NGVU-16-34,"IAR-ABU, Zaria and IITA, Ibadan","FUAM and IAR- ABU, Zaria",,"L.O. Omoigui, L.L. Bello, M.F. Ishiyaku, A.Y. Kamara, O.O. Olufajo, H.A. Ajeigbe, B.A. Kalu, R. Adeleke, M.P. Timko, E.J. Ekekan, Nater Iyorkaa and Towolawi Oluwole",Resistance to Striga and Alectra (2.0t/ha),Northern Guinea and Sudan Savanna,2016,2016,12
Cowpea,113,SAMPEA 18,IT07K-293-13,NGVU-18-35,"IITA, Ibadan","IITA, and IAR",,"O.Boukar,C. Fatoku, M.L. Umaru, M.F. Ishiyaku, B.S. Mohammed, O.O Olufajo, E. Makeri and D. Ishaya","Early maturity, resistance to Alectra,and bacterial blight and tolerant to striga and drought. (2.5t/ha)",Sudan savanna and Sahelian,2018,2018,12
Cowpea,114,SAMPEA 19,IT08K-150-12,NGVU-18-36,"IITA, Ibadan","IITA, and IAR",,"O.Boukar,C. Fatoku, M.L. Umaru, M.F. Ishiyaku, B.S. Mohammed, O.O Olufajo, E. Makeri and D. Ishaya","Early maturity, tolerant to striga and drought, to Alectra. (2.7t/ha)",Sudan savanna and Sahelian,2018,2018,12
Cowpea,115,SAMPEA 20-T,IT97KT-PBR (IAR- TC-11-07),NGVU-19-37,"IAR, Samaru, Zaria","IAR, Samaru, Zaria, AATF & CSIRO, Canberra, Australia",,"M.F. Ishiyaku, M.L. Umar, S.B. Mohammed, P. Addae, R.S. Adamu, I.M. Utono, I.A. Kollo, T.J. Higgins, L. Murdock & F. Nang'ayo.",Resistance to the legume pod borer and early maturity. (2.9t/ha),Guinea and Sudan Savanna,2019,2019,12
Cowpea,116,ARTPEA-204B,Modupe,NGVU-22-38,"IAR&T, Ibadan","IAR&T, Ibadan",,"A. O. Obajimi, O. F. Owolade, J. O. Olasoji, S. A. Olakojo, R. S. Adamu, A. Agboola and M. Obembe","High yield fodder, Reduced insecticides spray, early maturing and resistance to Anthracnose,Bacterial blight and tolerant to Brown Blotch. Seed with high protein content. (1.29t/ha)","Forest, Forest Transition and Derived Savanna",2022,2022,13
Cowpea,117,FUAMPEA 3,UAM14-122-17-7,NGVU-22-39,Joseph SarwuanTarka University Makurdi,Joseph SarwuanTarka University Makurdi,,"L.O. Omoigui, G. Ekeruo, M.F. Ishiyaku, A.Y. Kamara, O.O. Olufajo, N. Iyorkaa, A. S. Shaibu, T. Iolarmen,R. Solomon, M.S. Ugbaa, and M.P. Timko","Brown large seed, good adaptation to intercropping. (2.6 t/ha)",Northern and Southern Guinea savannas,2022,2022,13
Cowpea,118,FUAMPEA 4,UAM14-123-18-3,NGVU-22-40,Joseph SarwuanTarka University Makurdi,Joseph SarwuanTarka University Makurdi,,"L.O. Omoigui, G. Ekeruo, M.F. Ishiyaku, A.Y. Kamara, O.O. Olufajo, N. Iyorkaa, A. S. Shaibu, T. Iolarmen,R. Solomon, M.S. Ugbaa, and M.P. Timko",Brown extra-large seed. (2.4 t/ha),Northern and southern Guinea savannas,2022,2022,13
Cowpea,119,ARTPEA/BBT/22/ W (Boluyo),L-22-B,NGVU-22-41,"IAR&T and IITA, Ibadan","IAR&T, Ibadan",,"Adetumbi J.A, Akinyosoye S.T., Olakojo S.A., Akande S.R., O.F. Oduwaye, K.T. Kareem, L.B. Taiwo, O.M. Taiwo, Kehinde T, Fayeun N. Adekoya M and Adeniji O.T.","Brown Blotch tolerance, early maturity and high grain yield. (1.2 t/ha)",Humid forest ecologies,2022,2022,13
Cowpea,120,ARTPEA/BBT/72/ B (Remilekun),L-72-C,NGVU-22-42,"IAR&T and IITA, Ibadan","IAR&T, Ibadan",,"Adetumbi J.A, Akinyosoye S.T., Olakojo S.A., Akande S.R., O.F. Oduwaye, K.T. Kareem, L.B. Taiwo, O.M. Taiwo, Kehinde T, Fayeun N. Adekoya M and Adeniji O.T.","Brown Blotch tolerance, early maturity and high grain yield. (1.0 t/ha)",Humid forest ecologies,2022,2022,13
Cowpea,121,SAMPEA 21,IT13K-1308-5,NGVU-22-43,"IITA, Ibadan","IITA, Ibadan",,"O. Boukar, C. Fatokun, P. Ongom, M.I. Umar, M.F. Ishiyaku, S.B. Mohammed, O.O. Olufajo, A. Togola and D. Ishaya","Early maturity, resistance to Striga and bacterial blight. (2.1t/ha)",Northern Guinea Savanna and Sudan Savanna,2022,2022,13
Cowpea,122,FUAMPEA 5 (ALKAM SUPER),UAM15-2157-4,NGVU-25-44,Joseph SarwuanTarka University Makurdi,Joseph SarwuanTarka University Makurdi,Joseph SarwuanTarka University Makurdi,"L.O. Omoigui, G. Ekeruo, M.S. Ugbaa, A.Y. Kamara, O.O. Olufajo, N. Iyorkaa, A.S. Shaibu, T. Iorlamen, R. Solomon & M.P. Timko","Light brown, large seed, and good adaptation to intercropping. (2.9t/ha)",Northern and Southern Guinea savannas ecologies,2025,2025,14
Soybean,123,Malayan,Malayan,NGGM-91-1,Nigeria,Northern Region Ministry of Agric & Natural Resources,,,Fantastic nodulation without inoculation,,1937,1991,14
Soybean,124,M-351,M-351,NGGM-91-2,Nigeria,I.A.R Samaru Zaria,,"Van Reehen, O. Leleji & D.K. Adedzwa","Good nodulation, productive on low fertility soil",,1983,1991,14
Soybean,125,SAMSOY-1,M-79,NGGM-91-3,Nigeria,I.A.R. Samaru Zaria,,"Van Reehen, O. Leleji & D.K. Adedzwa.","High yielding, good nodulation, wider adaptability than existing variety",,1983,1991,14
Soybean,126,SAMSOY-2,M-216,NGGM-91-4,Nigeria,I.A.R. Samaru Zaria,,"Van Reehen, O. Leleji & D.K. Adedzwa.","Fairly resistant to pod shattering, big seeds",,1983,1991,14
Soybean,127,TGM-344 Hemon,TGM-344 Hemon,NGGM-96-5,Uganda,IITA & I.A.R.&T Ibadan,,"E. A. Keuneman, P.O. Oyekan & N.O. Afolabi.",Good nodulation,,1984,1996,14
Soybean,128,TGX-306-036C,TGX-306-036C,NGGM-96-6,Nigeria,IITA & I.A.R.&T Ibadan,,"E.A. Keuneman, W. R. Root, P.O. Oyekan & N.O. Afolabi.",High protein content,,1984,1996,14
Soybean,129,TGX-536-02D,TGX-536-02D,NGGM-96-7,Nigeria,IITA & I.A.R.&T Ibadan,,"E. A. Keuneman, W. R. Root, P.O. Oyekan & K.E. Dashiell.","Medium size seeds, moderately resistant to Cercospora leaf spot.",,1985,1996,14
Soybean,130,TGX-713-09D,TGX-713-09D,NGGM-96-8,Nigeria,IITA & I.A.R.&T Ibadan,,"E.A. Keuneman, P.O. Oyekan & N.O. Afolabi.","Medium size seeds, moderately resistant to Cercospora leaf spot.",,1985,1996,14
Soybean,131,TGX-849-313D,TGX-849-313D,NGGM-96-9,Nigeria,IITA & I.A.R.&T Ibadan,,"K.E. Dashiell, L. L. Bello & P. O. Oyekan.","High yielding, medium maturity and uniform seed color.",,1989,1996,14
Soybean,132,TGX-1019-2EB,TGX-1019-2EB,NGGM-96-10,Nigeria,IITA & I.A.R.&T Ibadan,,"K.E. Dashiell, L. L. Bello & P. O. Oyekan.","High yielding, early maturity, resistant to frog eye leaf spot.",,1990,1996,14
Soybean,133,TGX-1019-2EN,TGX-1019-2EN,NGGM-96-11,Nigeria,IITA & I.A.R.&T Ibadan,,"K.E. Dashiell, L. L. Bello & P. O. Oyekan.","High yielding, early maturity, resistant to frog eye leaf spot.",,1990,1996,14
Soybean,134,TGX-923-2E,TGX-923-2E,NGGM-96-12,Nigeria,"IITA, I.A.R&T and N.C.R.I.",,"K.E. Dashiell, L. L. Bello, A.C. Uwala & P. O. Oyekan.","Good seed storability, resistant to frog eye leaf spot.",,1990,1996,14
Soybean,135,TGX-1485-1D,TGX-1485-1D,NGGM-96-13,"IITA, Ibadan","IITA, Ibadan",,"K.E. Dashiell, C. Aken & D. K. Ojo.",Extra early maturity,,1990,1996,14
Soybean,136,TGX-1440-1E,TGX-1440-1E,NGGM-96-14,"IITA, Ibadan","IITA, Ibadan",,"K.E. Dashiell, C. Aken, D. K. Ojo",Shattering and frog eye leaf spot resistant,,1990,1996,14
Soybean,137,TGX-1448-2E,TGX-1448-2E,NGGM-96-15,Nigeria,"IITA, Ibadan/NCRI, Badeggi",,"K.E. Dashiell, Dr. C. Aken, D. K. Ojo A.C, Uwala",Shattering and frog eye leaf resistant,,1992,1996,14
Soybean,138,TGx 1835-10E,TGx 1835-10E,NGGM-08-16,"IITA, Ibadan","IITA, Ibadan/NCRI, Badeggi",,"Dr. Ken Dashiell, Baffour Asafo-Adjei, Frederick Hakazimana, Ranajit, Bandyopadhyay, Hailu Tefera & M.N. Ishaq.","Early maturing, high promiscuous nodulation, highly resistant to rust, cercospora leaf spot and bacterial pustule. (1.5- 2t/ha)",,2008,2008,15
Soybean,139,TGx 1904-6F,,NGGM-09-17,"IITA, Ibadan","IITA, Ibadan/NCRI, Badeggi",,"Dr. Ken Dashiell, Baffour Asafo-Adjei, Frederick Hakazimana, Alpha Kamara, Hailu Tefera & M. N. Ishaq.","Medium maturing, high promi-scuous nodulation, high % nitrogen derived from atmosphere, high fodder yield and resistant to lodging, cercospora leaf spot and bacterial pustule. (1.5-2t/ha)",Forest Transition/Deriv ed Savanna and Northern Guinea Savanna,2008,2009,15
Soybean,140,TGx 1987-10F,,NGGM-10-18,"IITA, Ibadan","IITA, Ibadan/NCRI, Badeggi",,"Dr. Hailu Tefera, Dr. Ranajit, Bandyopadhyay, M.N. Ishaq & Dr. O. Shokalu","Early maturing, high promiscuous, highly resistant to rust, cercospora leaf spot and bacterial pustule. (1.5- 2t/ha)",Forest Transition/Deriv ed Savanna and Northern Guinea Savanna,2010,2010,15
Soybean,141,TGx 1987-62F,,NGGM-10-19,"IITA, Ibadan","IITA, Ibadan/NCRI, Badeggi",,"Dr. Hailu Tefera, Dr. Ranajit, Bandyopadhyay, M.N. Ishaq & Dr. O. Shokalu","Early maturing, high promiscuous nodulation, highly resistant to rust, cercospora leaf spot and bacterial pustule. (2.1t/ha)",Forest Transition/Deriv ed Savanna and Northern Guinea Savanna,2010,2010,15
Soybean,142,TGx 1951-3F,TGx 1951-3F,NGGM-14-20,"IITA, Ibadan","IITA, Ibadan/NCRI, Badeggi",,"Tefera H., M. N. Ishaq, L. Omoigui, A. Shaahu & A. Kamara","Low shattering, tolerant to rust, cercospora leaf spot and bacterial pustule and poor soils. (2.5t/ha)",Guinea and Sudan Savanna,2014,2014,15
Soybean,143,NCRISOY 1,TGx 1988-5F,NGGM-14-21,"IITA, Ibadan","IITA, Ibadan/NCRI, Badeggi",,"Agrama, H., Ishaq, M.N., Ousmane, B., Adeleke, R., Bandyopadhyay, R., Olufajo, O., Ariyo J. Ojo D., Akande, S., IAR&T Ibadan, FUNAAB, IAR Zaria.","Extral early maturing, promiscuous nodulation, resistant to rust, cercospora leaf spot and bacteria pustule. (2.5t/ha)",Guinea and Sudan Savanna,2014,2014,15
Soybean,144,NCRISOY 2,TGx 1989-19F,NGGM-14-22,"IITA, Ibadan","IITA, Ibadan/NCRI, Badeggi",,"Agrama, H., Ishaq, M.N., Ousmane, B., Adeleke, R., Bandyopadhyay, R., Olufajo, O., Ariyo J. Ojo D., Akande, S., IAR&T Ibadan, FUNAAB, IAR Zaria.","High yield, promiscuous nodulation, resistant to rust, cercospora leaf spot. (3t/ha)",Guinea and Sudan Savanna,2014,2014,15
Soybean,145,SC-SL01,S1079/6/7,NGGM-18-23,"Seed Co Ltd., Harare, Zimbabwe","Seed Co Ltd., Harare, Zimbabwe",,"H. Mushoriwa, M. A. Adebayo, E. Tembo, J. Derera, S. O. Bakare, A. B. Umaru, S. Aondover","Rust tolerance, earliness, large seed size, and high pod clearance. (3.1t/ha)",Guinea Savanna,2018,2018,15
Soybean,146,SC SIGNAL,SC SIGNAL,NGGM-22-24,"Seed Co, Zimbabwe","Seed Co, Zimbabwe","NCRI, Badeggi","L. Mwadzingeni, J. Tichagwa, E. Tembo, T. Soko, Victor O. Oladipo, ShaahuAondover, A.B. Umar, S.O. Bakare, K. Shaheed, M. Adebayo and G. Mabuyaye.","High yield, Rust tolerance, earliness, and high pod clearance. (3.3t/ha)",Guinea Savannah,2022,2022,16
Soybean,147,NCRISOY 3,TGx 2024-7E,NGGM-22-25,"IITA, Ibadan","IITA, Ibadan",,"Godfree Chigeza , Abush T. Abebe, SHAAHU Aondover, Umar A. B., Moses Adebayo,Omojola E.T., Vange T., Nwosu D., Nnamani G.C. and Ochigbo E.A.","High yield, large seed size, early maturity, high promiscuous nodulation, tolerance to bacterial pustule, Cercospora leaf spot and rust. (2.8 - 3.3 t/ha)",Northern and guinea savannah,2022,2022,16
Soybean,148,NCRISOY 4,TGx 2020-4E,NGGM-22-26,"IITA, Ibadan","IITA, Ibadan",,"Godfree Chigeza , Abush T. Abebe, SHAAHU Aondover, Umar A. B., Moses Adebayo,Omojola E.T., Vange T., Nwosu D., Nnamani G.C. and Ochigbo E.A.","High yielding, early maturing, high protein and high oil content,high promiscuous nodulation, tolerance to bacterial pustule, cercospora leaf spot and rust. (2.5-3.1 t/ha)",Adapted to the entire savannah ecology of Nigeria,2022,2022,16
Soybean,149,NCRISOY 5M,TGx 2029-27F,NGGM-25-27,"IITA, Ibadan","IITA, Ibadan & NCRI, Badeggi",,"Abush T. Abebe, Godfree Chigeza, Adeyinka S. Adewumi, Shaahu Aondover, Dean Mungani, Hapson Mushoriwa, Omoigui L.O., Simon Imoro, Ibnou Deing, Solomon Ntukidem, Umar A.B., Moses Adebayo, Vange T., Nwosu D., Adetiloye I.S., Nnamani G.C., Ochigbo E.A & Okoh J.O.","Good pod clearance, high yielding, tolerance to cercospora leaf spot and bacterial pustule.(3.4t/ha)","Northern guinea savannas, derived savannas, southern guinea savannas ecologies",2025,2025,16
Soybean,150,NCRISOY 6M,TGx 2029-53F,NGGM-25-28,"IITA, Ibadan","IITA, Ibadan & NCRI, Badeggi",,"Abush T. Abebe, Godfree Chigeza, Adeyinka S. Adewumi, Shaahu Aondover, Dean Mungani, Hapson Mushoriwa, Omoigui L.O., Simon Imoro, Ibnou Deing, Solomon Ntukidem, Umar A.B., Moses Adebayo, Vange T., Nwosu D., Adetiloye I.S., Nnamani G.C., Ochigbo E.A & Okoh J.O.","Good pod clearance, high yielding, high protein content, tolerance to cercospora leaf spot and bacterial pustule.(3.3t/ha)","Northern guinea savannas, derived savannas, southern guinea savannas ecologies",2025,2025,17
Forage Legume,151,ILRI-152,ILRI-152 Centrosema pubesans Benth,NGCP/FL-00-1,"ILRI, Genebank, Ethiopia","ILRI, Ibadan, Nigeria",,"S.A. Tarawali, M.A. Mohammed Saleem, M. Peter",Slow to establish but sub- sequently persisted species. Outstanding ability to remain green in dry season and high nutritive value. Good soil improving properties. Can egenerate from roots after fire in dry season. Mediocre seed production. No anti nutritional qualities.,,2000,2000,17
Forage Legume,152,ILRI-12463,ILRI-12463 Aeschynomeme histrix Poin,NGAH/FL-00-2,"ILRI, Genebank, Ethiopia","ILRI, Ibadan, and NAPRI Zaria",,"S.A. Tarawali, M. Peter O.S. Onifade",Excellent herbage production with high level of phosphous and persistence in pastures. Good nutritive value. Good soil improving properties; can induce suicidal germination of Striga-hermonthica. Good seed production. Good competitive ability. No anti-nutritional qualities reported.,,2000,2000,17
Forage Legume,153,ILRI-155,ILRI-155 Centrosema brasilianum (L.) Benth,NGCB/FL-00-3,"ILRI, Genebank, Ethiopia","ILRI, Ibadan,and NAPRI, Zaria",,"S.A Tarawali, M.A. Mohammed Saleem, M. Peter, O.S. Onifade & E.C.Agishi",Slow to establish but sub- sequently persisted in pastures species. Oustanding ability to remain green in dry season and high nutritive value. Poor seed production. No anti- nutritional qualities reported,,2000,2000,17
Forage Legume,154,ILRI-9857,ILRI-9857 Centrosema pascuorum Benth Cv Cavalcade,NGCP/FL-00-4,"ILRI, Genebank, Ethiopia","ILRI, Ibadan, and NAPRI Zaria",,"S.A Tarawali, M.A. Mohammed Saleem, M. Peter, G. Tarawali, O.S. Onifade & R.J. Tanko","Good pastures species even in low rainfall, produces good herbage in one wet season. High seed production to soil fertility. No anti- nutritional qualities reported.",,2000,2000,18
Forage Legume,155,Wynn Cassia,ILRI-10918 Chamaecrista rotundifolia Green Cv Wynn,NGCR/FL-00-5,Australia,"ILRI, Ibdan, and NAPRI, Zaria",,"S.A Tarawali, M.A. Mohammed Saleem, M.Peter, S.O. Onifade and A.M. Adamu","Extremely persistent pasture specie, positive effect on ruminant performance and soil fertility for subsequent cereal crops. Ability to regenerate very fast at start of wet season. Good seed production; good competitive ability with weeds. Low palatibility restricted to light textured soil.",,2000,2000,18
Forage Legume,156,ILRI-164,C.I.A.T.-184 Stylosanthes gulanensis (Aubl.) SW,NGSG/FL-00-6,"C.I.A.T.-Cali, Colombia","ILRI, Ibadan and NAPRI, Zaria",,"J.A. Taraaali, M.A. Mohammed Saleem, M.Peter, S.O. Onifade and A.M. Adamu","Persistence in pastures. Grows adequately on soil with low phosphate. Remains green for parts of dry season. Good soil improving properties; poor seed production, palatable forage of high nutritive value. No anti nutritional qualities reported.",,2000,2000,18
Forage Legume,157,ILRI-15557/ C.I.A.T.-11365,ILRI-15557/ C.I.A.T.-11365 Stylosanthes gulanensis (Aubl.) SW,NGSG/FL-00-7,"C.I.A.T.-Cali, Colombia","ILRI, Ibadan Nigeria",,"S.A. Tarawali, M.Peter",Excellent herbage and persistent pasture. Remains green for part of dry season and of high nutritive value. Good soil improving properties. Poor seed production. Highly palatable. No anti nutritional qualities.,,2000,2000,18
Forage Legume,158,ILRI-15876,ILRI-15876 Stylosanthes hamata (L.) Tanb.,NGSH/FL-00-8,Australia,"ILRI, Ibadan Nigeria",,"S.A. Tarawali, M. Peter","Persistent pasture species, highly palatable, good soil improving properties; good seed production.",,,2000,18
Forage Legume,159,ILRI-75,ILRI-75 Stylosanthes hamata (L.) Tanb.,NGSH/FL-00-9,Australia,"ILRI, Ibadan Nigeria",,"E.C. Agishin, S.A. Tarawali, M.A. Mohammed Saleem, A.M. Adam, Y. Shehu, P.N. Deleaus, O.S Onifade, R.M. Otshina and G.Tarawali","Persistent pasture species give good ruminant performances when used as a supplement; good soil improving properties, good seed production. Fallen leaves palatable in the dry season. No anti- nutritional qualities reported.",,,2000,19
